post_id,author_id,author_username,author_followers,author_account_age_days,author_created,text,created_at,lang,has_media,media_types,media_urls,likes,retweets,replies,views,bookmarks,quotes,hashtags,content_type,ai_generated,engagement_total,engagement_rate
treatment_000424,user_5294,user_38131,568,1140,2022-01-01,Synthetic treatment post #424,2025-04-28,en,False,photo,,775,213,102,12610,60,33,"grokai,syntheticmedia",treatment,True,1123,0.08905630452022205
treatment_000553,user_2336,user_87657,608,75,2022-01-01,Synthetic treatment post #553,2025-01-19,en,False,photo,,1226,118,155,15819,158,25,"aigenerated,aiart",treatment,True,1524,0.0963398444908022
treatment_000594,user_9876,user_60730,1481,466,2022-01-01,Synthetic treatment post #594,2025-03-22,en,True,photo,,327,83,15,5706,66,9,"syntheticmedia,aiart,grokimage",treatment,True,434,0.07606028741675429
control_000481,user_5763,user_53101,651,64,2022-01-01,Synthetic control post #481,2025-04-07,en,True,photo,,214,29,28,3306,40,4,"digitalart,photography",control,False,275,0.08318209316394434
control_000257,user_8143,user_85422,591,402,2022-01-01,Synthetic control post #257,2025-04-11,en,True,photo,,88,47,26,3129,39,10,portrait,control,False,171,0.05465004793863854
control_000654,user_8479,user_89694,491,500,2022-01-01,Synthetic control post #654,2025-03-04,en,True,photo,,188,87,25,5163,56,24,"portrait,digitalart",control,False,324,0.06275421266705404
control_000495,user_4518,user_87360,510,1373,2022-01-01,Synthetic control post #495,2025-04-30,en,False,photo,,175,44,16,2288,8,6,"portrait,digitalart",control,False,241,0.10533216783216784
treatment_000704,user_2286,user_37280,1053,355,2022-01-01,Synthetic treatment post #704,2025-03-15,en,False,photo,,438,140,40,7134,44,22,"grokimage,aiart",treatment,True,640,0.08971124194000561
treatment_000227,user_4148,user_72509,342,403,2022-01-01,Synthetic treatment post #227,2025-02-22,en,True,photo,,137,45,12,5618,83,15,aigenerated,treatment,True,209,0.03720185119259523
control_000002,user_1134,user_73091,156,317,2022-01-01,Synthetic control post #2,2025-02-23,en,True,photo,,70,44,18,2900,42,6,"portrait,artistsontwitter,photography",control,False,138,0.04758620689655172
control_000794,user_3267,user_85827,335,1465,2022-01-01,Synthetic control post #794,2025-03-14,en,True,photo,,200,49,41,5509,21,23,photography,control,False,313,0.056816119077872575
control_000261,user_3757,user_42826,601,1571,2022-01-01,Synthetic control post #261,2025-01-26,en,True,photo,,253,38,25,5632,73,7,"digitalart,photography",control,False,323,0.05735085227272727
control_000310,user_6077,user_95751,518,187,2022-01-01,Synthetic control post #310,2025-04-24,en,True,photo,,431,91,87,11322,116,23,"photography,portrait",control,False,632,0.0558205264087617
treatment_000066,user_1025,user_21169,2145,511,2022-01-01,Synthetic treatment post #66,2025-01-29,en,True,photo,,872,266,101,13590,102,24,"grokimage,aiart",treatment,True,1263,0.09293598233995586
treatment_000393,user_4387,user_53534,505,1984,2022-01-01,Synthetic treatment post #393,2025-01-19,en,True,photo,,329,86,85,12930,94,32,"aigenerated,syntheticmedia,grokimage",treatment,True,532,0.0411446249033256
treatment_000579,user_9584,user_56581,384,340,2022-01-01,Synthetic treatment post #579,2025-02-25,en,True,photo,,692,123,26,9788,54,47,grokai,treatment,True,888,0.09072333469554557
treatment_000024,user_4860,user_38396,578,775,2022-01-01,Synthetic treatment post #24,2025-01-15,en,True,photo,,456,65,37,6042,24,28,"aigenerated,aiart,syntheticmedia",treatment,True,586,0.0969877523998676
treatment_000211,user_1463,user_90499,582,576,2022-01-01,Synthetic treatment post #211,2025-03-08,en,False,photo,,494,196,74,13027,155,56,syntheticmedia,treatment,True,820,0.06294618868503876
control_000433,user_9075,user_31126,1144,1391,2022-01-01,Synthetic control post #433,2025-02-24,en,False,photo,,144,77,35,4384,23,12,"portrait,artistsontwitter",control,False,268,0.06113138686131387
control_000267,user_2542,user_85468,557,1767,2022-01-01,Synthetic control post #267,2025-03-08,en,True,photo,,225,112,36,6005,66,12,"artistsontwitter,portrait",control,False,385,0.06411323896752706
treatment_000536,user_5405,user_65790,545,732,2022-01-01,Synthetic treatment post #536,2025-04-20,en,True,photo,,460,298,102,21139,277,79,"grokimage,aiart",treatment,True,939,0.04442026585931217
control_000006,user_2122,user_75755,660,451,2022-01-01,Synthetic control post #6,2025-02-25,en,True,photo,,195,95,33,7004,33,14,"digitalart,artistsontwitter",control,False,337,0.04811536264991433
treatment_000744,user_1241,user_86586,236,1665,2022-01-01,Synthetic treatment post #744,2025-01-26,en,True,photo,,139,29,17,5345,56,10,syntheticmedia,treatment,True,195,0.03648269410664172
treatment_000085,user_2778,user_96635,565,1256,2022-01-01,Synthetic treatment post #85,2025-02-17,en,True,photo,,511,61,34,7318,91,12,syntheticmedia,treatment,True,618,0.08444930308827549
control_000640,user_8420,user_50035,424,1825,2022-01-01,Synthetic control post #640,2025-01-26,en,True,photo,,494,64,26,6441,49,12,"photography,artistsontwitter,portrait",control,False,596,0.09253221549448844
treatment_000272,user_9313,user_58924,506,1824,2022-01-01,Synthetic treatment post #272,2025-01-01,en,True,photo,,471,137,76,7723,96,30,"syntheticmedia,grokai,aigenerated",treatment,True,714,0.092451120031076
control_000234,user_4963,user_53044,249,141,2022-01-01,Synthetic control post #234,2025-02-18,en,True,photo,,208,38,11,3548,37,8,portrait,control,False,265,0.07468996617812852
control_000087,user_5228,user_85500,315,1218,2022-01-01,Synthetic control post #87,2025-04-22,en,True,photo,,85,22,23,4226,17,9,"photography,digitalart,artistsontwitter",control,False,139,0.03289162328442972
treatment_000743,user_9508,user_32600,216,1703,2022-01-01,Synthetic treatment post #743,2025-03-26,en,True,photo,,460,160,26,9648,143,26,"syntheticmedia,aigenerated,grokimage",treatment,True,672,0.06965174129353234
control_000642,user_8749,user_82818,314,1900,2022-01-01,Synthetic control post #642,2025-02-09,en,True,photo,,46,11,4,1099,15,3,"digitalart,artistsontwitter",control,False,64,0.05823475887170155
treatment_000630,user_2171,user_72144,706,863,2022-01-01,Synthetic treatment post #630,2025-02-23,en,True,photo,,1046,108,91,14151,174,42,grokai,treatment,True,1287,0.09094763620945516
control_000294,user_2542,user_44027,491,583,2022-01-01,Synthetic control post #294,2025-04-07,en,True,photo,,198,53,6,2904,13,10,"artistsontwitter,photography",control,False,267,0.09194214876033058
control_000691,user_7091,user_24467,447,305,2022-01-01,Synthetic control post #691,2025-04-13,en,True,photo,,239,61,46,5102,65,21,photography,control,False,367,0.07193257546060368
treatment_000505,user_7373,user_83851,1016,1334,2022-01-01,Synthetic treatment post #505,2025-03-04,en,True,photo,,501,93,90,9494,118,14,"aiart,grokimage,syntheticmedia",treatment,True,698,0.07352011796924374
treatment_000273,user_3089,user_55797,442,639,2022-01-01,Synthetic treatment post #273,2025-03-28,en,True,photo,,554,87,72,8726,53,17,"grokimage,aiart",treatment,True,730,0.08365803346321339
control_000013,user_1001,user_85228,589,607,2022-01-01,Synthetic control post #13,2025-01-12,en,True,photo,,174,72,12,3823,39,18,digitalart,control,False,276,0.07219461156160084
treatment_000362,user_2009,user_89505,776,1197,2022-01-01,Synthetic treatment post #362,2025-03-26,en,True,photo,,818,147,161,17130,246,18,"grokai,syntheticmedia,aigenerated",treatment,True,1144,0.06678342089900759
treatment_000622,user_3203,user_74111,412,285,2022-01-01,Synthetic treatment post #622,2025-01-04,en,True,photo,,552,154,66,7794,64,35,"grokimage,syntheticmedia",treatment,True,807,0.10354118552732872
treatment_000002,user_1087,user_88532,778,1702,2022-01-01,Synthetic treatment post #2,2025-02-12,en,True,photo,,356,59,57,7332,100,18,grokai,treatment,True,490,0.0668303327877796
treatment_000006,user_6865,user_91210,582,1625,2022-01-01,Synthetic treatment post #6,2025-03-27,en,True,photo,,207,90,42,7054,96,13,aigenerated,treatment,True,352,0.04990076552310746
treatment_000311,user_5872,user_48679,590,1233,2022-01-01,Synthetic treatment post #311,2025-02-16,en,True,photo,,827,236,77,12245,38,43,"grokai,aigenerated",treatment,True,1183,0.09661086157615353
control_000279,user_8377,user_44474,209,1166,2022-01-01,Synthetic control post #279,2025-01-31,en,True,photo,,141,19,15,2819,12,12,"digitalart,portrait",control,False,187,0.06633557999290529
treatment_000745,user_6707,user_81328,869,1859,2022-01-01,Synthetic treatment post #745,2025-01-05,en,True,photo,,457,190,63,11345,68,49,"grokai,syntheticmedia",treatment,True,759,0.06690171881886293
treatment_000665,user_1550,user_57610,197,495,2022-01-01,Synthetic treatment post #665,2025-03-20,en,False,photo,,960,213,117,12318,111,42,"aiart,grokai",treatment,True,1332,0.10813443740867024
treatment_000364,user_3324,user_86477,503,982,2022-01-01,Synthetic treatment post #364,2025-02-24,en,True,photo,,632,188,75,10552,77,49,grokai,treatment,True,944,0.08946171341925702
control_000776,user_7744,user_38848,1728,340,2022-01-01,Synthetic control post #776,2025-03-17,en,True,photo,,299,94,15,5390,67,25,"digitalart,photography,portrait",control,False,433,0.0803339517625232
treatment_000215,user_5014,user_57236,858,1675,2022-01-01,Synthetic treatment post #215,2025-01-02,en,True,photo,,675,68,41,9022,76,15,grokai,treatment,True,799,0.0885612946131678
control_000684,user_7044,user_19955,317,1990,2022-01-01,Synthetic control post #684,2025-03-22,en,True,photo,,446,97,103,10518,99,16,"portrait,digitalart,photography",control,False,662,0.06293972238068074
treatment_000027,user_3336,user_45991,434,984,2022-01-01,Synthetic treatment post #27,2025-01-26,en,False,photo,,931,247,153,17854,208,48,"syntheticmedia,grokai,aigenerated",treatment,True,1379,0.07723759381651171
control_000346,user_9576,user_88046,28,1029,2022-01-01,Synthetic control post #346,2025-04-24,en,True,photo,,647,129,82,8256,56,25,"artistsontwitter,digitalart",control,False,883,0.10695251937984496
control_000189,user_2499,user_29142,463,671,2022-01-01,Synthetic control post #189,2025-01-31,en,True,photo,,134,106,27,6128,58,23,artistsontwitter,control,False,290,0.047323759791122716
control_000663,user_5446,user_54309,405,1294,2022-01-01,Synthetic control post #663,2025-01-04,en,True,photo,,218,39,25,3727,12,4,"artistsontwitter,digitalart",control,False,286,0.07673732224309096
control_000110,user_7469,user_67300,106,620,2022-01-01,Synthetic control post #110,2025-02-26,en,True,photo,,283,44,40,5697,78,16,artistsontwitter,control,False,383,0.06722836580656485
treatment_000638,user_9884,user_77411,153,185,2022-01-01,Synthetic treatment post #638,2025-01-23,en,True,photo,,799,89,87,10202,130,45,aiart,treatment,True,1020,0.09998039600078416
control_000312,user_8228,user_15285,809,1757,2022-01-01,Synthetic control post #312,2025-01-15,en,True,photo,,126,22,20,2756,12,3,"artistsontwitter,photography",control,False,171,0.06204644412191582
treatment_000718,user_8846,user_84529,837,1294,2022-01-01,Synthetic treatment post #718,2025-01-13,en,True,photo,,476,101,63,7290,83,15,"aiart,syntheticmedia",treatment,True,655,0.08984910836762688
treatment_000691,user_9817,user_54624,431,85,2022-01-01,Synthetic treatment post #691,2025-01-02,en,True,photo,,331,106,47,7254,41,19,"syntheticmedia,grokimage",treatment,True,503,0.06934105321202096
control_000139,user_5253,user_98214,372,674,2022-01-01,Synthetic control post #139,2025-03-18,en,True,photo,,382,65,71,8897,42,13,"portrait,digitalart",control,False,531,0.059683039226705634
treatment_000624,user_8447,user_44587,1096,1612,2022-01-01,Synthetic treatment post #624,2025-02-10,en,True,photo,,428,117,133,18979,281,78,"grokai,grokimage,syntheticmedia",treatment,True,756,0.03983350018441435
control_000173,user_9885,user_72674,277,1439,2022-01-01,Synthetic control post #173,2025-03-10,en,True,photo,,175,43,10,2648,31,10,"photography,artistsontwitter,portrait",control,False,238,0.08987915407854985
treatment_000256,user_6714,user_35989,445,894,2022-01-01,Synthetic treatment post #256,2025-02-25,en,False,photo,,1110,105,136,14039,161,28,grokimage,treatment,True,1379,0.09822636939952988
treatment_000025,user_8778,user_63485,180,1680,2022-01-01,Synthetic treatment post #25,2025-04-07,en,True,photo,,567,291,133,14979,112,49,"syntheticmedia,grokimage,aigenerated",treatment,True,1040,0.06943053608385072
treatment_000336,user_1063,user_49510,472,208,2022-01-01,Synthetic treatment post #336,2025-03-13,en,False,photo,,780,98,128,12962,73,57,grokai,treatment,True,1063,0.08200894923622898
treatment_000572,user_1759,user_59193,785,181,2022-01-01,Synthetic treatment post #572,2025-01-01,en,True,photo,,441,111,93,19163,174,46,grokimage,treatment,True,691,0.036059072170328235
treatment_000047,user_8139,user_49594,1051,628,2022-01-01,Synthetic treatment post #47,2025-02-26,en,True,photo,,668,135,63,20269,69,70,"aigenerated,aiart,grokimage",treatment,True,936,0.04617889387734965
treatment_000106,user_6403,user_31242,579,472,2022-01-01,Synthetic treatment post #106,2025-01-19,en,False,photo,,243,44,41,6276,71,17,grokimage,treatment,True,345,0.05497131931166348
treatment_000349,user_9798,user_40834,291,106,2022-01-01,Synthetic treatment post #349,2025-01-01,en,True,photo,,449,181,42,12912,173,48,aiart,treatment,True,720,0.055762081784386616
treatment_000055,user_1585,user_32395,111,473,2022-01-01,Synthetic treatment post #55,2025-04-07,en,False,photo,,668,68,115,12797,45,50,"grokai,aiart",treatment,True,901,0.07040712667031336
control_000117,user_9826,user_36428,605,690,2022-01-01,Synthetic control post #117,2025-03-24,en,False,photo,,318,79,34,5444,67,18,"digitalart,artistsontwitter,photography",control,False,449,0.08247612049963263
treatment_000213,user_2139,user_90665,333,918,2022-01-01,Synthetic treatment post #213,2025-01-30,en,True,photo,,854,220,46,11987,100,56,syntheticmedia,treatment,True,1176,0.09810628180528906
treatment_000120,user_2294,user_69982,736,306,2022-01-01,Synthetic treatment post #120,2025-01-16,en,True,photo,,463,446,156,22914,185,80,"aiart,grokai,syntheticmedia",treatment,True,1145,0.04996945099066073
control_000402,user_9784,user_73641,618,804,2022-01-01,Synthetic control post #402,2025-03-26,en,True,photo,,687,105,66,8733,90,24,"artistsontwitter,photography,digitalart",control,False,882,0.10099622122981793
control_000029,user_8955,user_30663,401,162,2022-01-01,Synthetic control post #29,2025-01-12,en,True,photo,,193,29,28,3002,43,4,"photography,portrait",control,False,254,0.08461025982678215
treatment_000072,user_2074,user_12340,516,584,2022-01-01,Synthetic treatment post #72,2025-02-07,en,True,photo,,1190,223,84,16387,50,60,"aiart,aigenerated,grokai",treatment,True,1557,0.0950143406358699
control_000584,user_4674,user_68600,905,103,2022-01-01,Synthetic control post #584,2025-04-13,en,True,photo,,287,62,37,4066,52,20,photography,control,False,406,0.09985243482538121
control_000136,user_2777,user_70477,614,334,2022-01-01,Synthetic control post #136,2025-02-03,en,True,photo,,198,119,28,6146,24,8,"artistsontwitter,photography",control,False,353,0.05743573055645949
control_000011,user_4156,user_68597,389,294,2022-01-01,Synthetic control post #11,2025-04-02,en,True,photo,,303,37,61,6808,35,27,"digitalart,artistsontwitter",control,False,428,0.06286721504112809
treatment_000045,user_9950,user_66555,117,334,2022-01-01,Synthetic treatment post #45,2025-01-27,en,True,photo,,259,109,65,7279,42,9,"aiart,aigenerated,syntheticmedia",treatment,True,442,0.060722626734441544
control_000545,user_4704,user_68685,280,1987,2022-01-01,Synthetic control post #545,2025-03-23,en,True,photo,,198,62,29,3807,54,7,"portrait,photography",control,False,296,0.07775151037562385
treatment_000523,user_9034,user_75801,728,184,2022-01-01,Synthetic treatment post #523,2025-01-22,en,False,photo,,814,205,94,14715,183,39,aiart,treatment,True,1152,0.0782874617737003
control_000638,user_1037,user_46889,564,49,2022-01-01,Synthetic control post #638,2025-02-20,en,True,photo,,23,11,5,871,10,1,"digitalart,photography",control,False,40,0.045924225028702644
control_000227,user_6629,user_92857,705,1765,2022-01-01,Synthetic control post #227,2025-01-27,en,True,photo,,216,162,47,9985,77,29,artistsontwitter,control,False,454,0.045468202303455184
control_000186,user_3875,user_18240,487,367,2022-01-01,Synthetic control post #186,2025-04-13,en,True,photo,,242,30,10,4316,55,8,"portrait,artistsontwitter",control,False,290,0.06719184430027804
control_000100,user_9969,user_14718,460,611,2022-01-01,Synthetic control post #100,2025-01-08,en,True,photo,,520,45,61,7699,84,22,"photography,digitalart",control,False,648,0.08416677490583192
treatment_000533,user_1895,user_52968,592,1867,2022-01-01,Synthetic treatment post #533,2025-03-20,en,False,photo,,803,171,46,10276,36,19,"grokimage,aiart",treatment,True,1039,0.10110938108213313
control_000408,user_4827,user_48276,681,636,2022-01-01,Synthetic control post #408,2025-02-03,en,True,photo,,112,81,16,5386,79,16,photography,control,False,225,0.04177497215001857
treatment_000603,user_6625,user_68113,1069,581,2022-01-01,Synthetic treatment post #603,2025-02-21,en,True,photo,,352,158,58,9482,69,13,syntheticmedia,treatment,True,581,0.06127399282851719
treatment_000465,user_6596,user_51979,791,639,2022-01-01,Synthetic treatment post #465,2025-02-19,en,True,photo,,258,67,43,9225,28,30,"aigenerated,aiart",treatment,True,398,0.04314363143631436
control_000143,user_3089,user_43712,403,877,2022-01-01,Synthetic control post #143,2025-03-02,en,True,photo,,481,145,55,7473,45,16,"portrait,photography,digitalart",control,False,697,0.09326910210089656
control_000560,user_8843,user_23758,1872,1096,2022-01-01,Synthetic control post #560,2025-04-05,en,True,photo,,260,49,36,6200,67,11,digitalart,control,False,356,0.05741935483870968
control_000484,user_6846,user_21119,152,32,2022-01-01,Synthetic control post #484,2025-02-13,en,True,photo,,287,48,51,5375,78,15,"artistsontwitter,digitalart",control,False,401,0.07460465116279069
control_000709,user_3091,user_91374,104,1100,2022-01-01,Synthetic control post #709,2025-03-10,en,True,photo,,116,44,15,3910,55,16,artistsontwitter,control,False,191,0.04884910485933504
treatment_000060,user_5372,user_79127,126,860,2022-01-01,Synthetic treatment post #60,2025-01-29,en,True,photo,,121,61,44,5853,78,8,syntheticmedia,treatment,True,234,0.03997949769349052
control_000209,user_2171,user_47190,240,683,2022-01-01,Synthetic control post #209,2025-03-26,en,False,photo,,335,65,18,5024,38,16,portrait,control,False,434,0.08638535031847133
treatment_000092,user_9263,user_42559,473,179,2022-01-01,Synthetic treatment post #92,2025-02-09,en,True,photo,,429,132,67,10370,89,47,"syntheticmedia,aiart",treatment,True,675,0.06509161041465766
treatment_000666,user_1475,user_97034,2393,174,2022-01-01,Synthetic treatment post #666,2025-04-07,en,True,photo,,498,156,59,7895,25,32,aigenerated,treatment,True,745,0.09436352121595946
treatment_000792,user_4599,user_57896,553,1632,2022-01-01,Synthetic treatment post #792,2025-02-18,en,True,photo,,199,46,30,8804,108,25,"grokai,aigenerated,syntheticmedia",treatment,True,300,0.034075420263516586
treatment_000194,user_3576,user_26609,151,60,2022-01-01,Synthetic treatment post #194,2025-04-24,en,True,photo,,216,96,19,6007,68,15,"aiart,grokai,syntheticmedia",treatment,True,346,0.05759946728816381
treatment_000280,user_4572,user_58655,441,1018,2022-01-01,Synthetic treatment post #280,2025-02-27,en,True,photo,,212,120,78,9110,41,32,"aiart,aigenerated",treatment,True,442,0.04851811196487377
treatment_000695,user_6837,user_46289,361,707,2022-01-01,Synthetic treatment post #695,2025-01-22,en,True,photo,,114,29,29,3790,25,15,"grokai,grokimage",treatment,True,187,0.04934036939313984
treatment_000359,user_9857,user_82720,347,864,2022-01-01,Synthetic treatment post #359,2025-04-26,en,False,photo,,959,319,44,21019,227,41,"syntheticmedia,grokimage",treatment,True,1363,0.06484609163138114
treatment_000519,user_7450,user_56946,196,997,2022-01-01,Synthetic treatment post #519,2025-03-18,en,True,photo,,310,29,46,4790,31,9,"grokimage,aigenerated,grokai",treatment,True,394,0.08225469728601252
control_000121,user_7335,user_26194,555,1550,2022-01-01,Synthetic control post #121,2025-01-19,en,False,photo,,83,17,14,3051,34,14,"portrait,artistsontwitter,digitalart",control,False,128,0.04195345788266142
control_000461,user_9122,user_47985,55,1697,2022-01-01,Synthetic control post #461,2025-03-21,en,True,photo,,417,40,27,7827,56,24,"photography,portrait",control,False,508,0.06490353903155743
treatment_000182,user_9716,user_35993,1307,516,2022-01-01,Synthetic treatment post #182,2025-04-12,en,False,photo,,636,129,66,9604,32,33,"aigenerated,grokimage",treatment,True,864,0.08996251561849229
control_000289,user_1672,user_73037,612,1016,2022-01-01,Synthetic control post #289,2025-02-14,en,True,photo,,531,63,47,7635,23,23,"digitalart,artistsontwitter",control,False,664,0.08696791093647675
control_000302,user_3780,user_12008,216,160,2022-01-01,Synthetic control post #302,2025-02-19,en,True,photo,,489,129,48,7145,38,32,portrait,control,False,698,0.09769069279216235
treatment_000110,user_2088,user_71029,401,1997,2022-01-01,Synthetic treatment post #110,2025-04-10,en,True,photo,,671,102,121,12840,53,26,syntheticmedia,treatment,True,920,0.07165109034267912
control_000144,user_1665,user_44985,298,1624,2022-01-01,Synthetic control post #144,2025-02-10,en,False,photo,,477,91,17,7258,26,31,artistsontwitter,control,False,616,0.08487186552769357
treatment_000042,user_9738,user_32436,504,1433,2022-01-01,Synthetic treatment post #42,2025-01-23,en,True,photo,,465,187,164,16785,126,82,"aiart,grokai",treatment,True,898,0.053500148942508194
treatment_000746,user_9900,user_41315,294,860,2022-01-01,Synthetic treatment post #746,2025-04-14,en,True,photo,,184,120,26,7702,64,18,"grokai,grokimage,aigenerated",treatment,True,348,0.04518306933264087
treatment_000125,user_9721,user_10812,302,1498,2022-01-01,Synthetic treatment post #125,2025-02-11,en,True,photo,,293,118,35,9584,33,17,"aiart,grokimage,grokai",treatment,True,463,0.04830968280467446
treatment_000204,user_8654,user_83538,115,1687,2022-01-01,Synthetic treatment post #204,2025-01-21,en,True,photo,,155,43,22,7594,72,12,"grokimage,grokai,aigenerated",treatment,True,232,0.030550434553594942
control_000131,user_1582,user_61270,425,152,2022-01-01,Synthetic control post #131,2025-04-13,en,True,photo,,132,31,26,2903,9,14,photography,control,False,203,0.06992766104030314
treatment_000052,user_8424,user_35306,307,1094,2022-01-01,Synthetic treatment post #52,2025-01-19,en,True,photo,,299,62,43,7640,49,22,"syntheticmedia,aiart",treatment,True,426,0.05575916230366492
control_000396,user_9025,user_19877,924,530,2022-01-01,Synthetic control post #396,2025-03-27,en,True,photo,,613,142,71,8256,100,36,"artistsontwitter,digitalart",control,False,862,0.10440891472868218
treatment_000545,user_2270,user_38000,714,717,2022-01-01,Synthetic treatment post #545,2025-01-14,en,False,photo,,477,115,47,9160,61,29,"grokai,aiart,syntheticmedia",treatment,True,668,0.07292576419213974
treatment_000068,user_2661,user_74701,982,935,2022-01-01,Synthetic treatment post #68,2025-01-04,en,True,photo,,1090,276,86,19577,71,30,"grokimage,syntheticmedia,grokai",treatment,True,1482,0.07570107779537212
control_000360,user_9909,user_63877,245,409,2022-01-01,Synthetic control post #360,2025-02-11,en,True,photo,,307,69,45,5918,27,6,portrait,control,False,427,0.07215275430888814
control_000442,user_4707,user_16920,1266,1580,2022-01-01,Synthetic control post #442,2025-02-02,en,True,photo,,291,36,10,3987,50,7,"artistsontwitter,portrait",control,False,344,0.08628041133684475
control_000176,user_7883,user_52725,668,1291,2022-01-01,Synthetic control post #176,2025-04-25,en,True,photo,,347,30,51,5179,48,7,"portrait,photography",control,False,435,0.08399304885112956
control_000325,user_5589,user_35215,428,1035,2022-01-01,Synthetic control post #325,2025-01-04,en,True,photo,,391,115,39,6273,57,29,"photography,artistsontwitter,digitalart",control,False,574,0.0915032679738562
treatment_000183,user_6253,user_55725,431,515,2022-01-01,Synthetic treatment post #183,2025-02-18,en,True,photo,,406,161,40,9469,118,38,"syntheticmedia,grokai",treatment,True,645,0.06811701341218714
treatment_000137,user_5486,user_81001,405,1832,2022-01-01,Synthetic treatment post #137,2025-03-25,en,False,photo,,548,112,30,10356,111,44,"grokimage,aigenerated",treatment,True,734,0.070876786404017
treatment_000796,user_4371,user_67837,472,1116,2022-01-01,Synthetic treatment post #796,2025-04-11,en,False,photo,,508,96,72,14303,124,24,"grokimage,grokai,aiart",treatment,True,700,0.04894078165419842
treatment_000132,user_5512,user_82555,1535,1264,2022-01-01,Synthetic treatment post #132,2025-04-22,en,True,photo,,479,213,98,13146,175,52,"grokimage,aiart",treatment,True,842,0.06404990111060399
treatment_000080,user_3911,user_51601,711,1880,2022-01-01,Synthetic treatment post #80,2025-01-27,en,True,photo,,603,136,119,19343,68,72,"aiart,aigenerated,syntheticmedia",treatment,True,930,0.04807940857157628
control_000490,user_6129,user_46036,644,839,2022-01-01,Synthetic control post #490,2025-03-13,en,True,photo,,344,47,70,7998,38,9,artistsontwitter,control,False,470,0.0587646911727932
treatment_000105,user_5829,user_82566,263,1679,2022-01-01,Synthetic treatment post #105,2025-01-25,en,False,photo,,430,136,33,12521,75,48,"aigenerated,grokimage,aiart",treatment,True,647,0.05167318904240875
control_000437,user_1518,user_90083,422,150,2022-01-01,Synthetic control post #437,2025-01-28,en,True,photo,,312,102,23,7609,88,11,"artistsontwitter,photography,portrait",control,False,448,0.05887764489420423
treatment_000541,user_3345,user_37428,30,1921,2022-01-01,Synthetic treatment post #541,2025-03-22,en,True,photo,,234,103,44,6203,84,24,"syntheticmedia,aiart",treatment,True,405,0.06529098823150088
control_000419,user_8533,user_57625,226,1797,2022-01-01,Synthetic control post #419,2025-01-19,en,True,photo,,147,18,26,3642,47,6,"photography,digitalart",control,False,197,0.05409115870400879
treatment_000480,user_7050,user_68638,232,977,2022-01-01,Synthetic treatment post #480,2025-03-09,en,True,photo,,532,94,135,16426,192,63,"syntheticmedia,grokimage,aigenerated",treatment,True,824,0.05016437355412152
treatment_000165,user_1558,user_32043,490,1904,2022-01-01,Synthetic treatment post #165,2025-01-09,en,True,photo,,331,108,58,5892,25,25,"aiart,aigenerated,grokai",treatment,True,522,0.08859470468431772
treatment_000248,user_2554,user_60039,592,1301,2022-01-01,Synthetic treatment post #248,2025-02-24,en,True,photo,,469,106,27,6830,31,33,"aiart,syntheticmedia,grokai",treatment,True,635,0.09297218155197658
treatment_000307,user_6488,user_77991,77,1164,2022-01-01,Synthetic treatment post #307,2025-01-23,en,True,photo,,545,76,80,10545,118,36,"aigenerated,aiart,syntheticmedia",treatment,True,737,0.0698909435751541
treatment_000446,user_8150,user_19475,467,1594,2022-01-01,Synthetic treatment post #446,2025-04-06,en,True,photo,,692,78,121,13850,61,53,grokai,treatment,True,944,0.06815884476534297
control_000043,user_7729,user_91894,1573,1493,2022-01-01,Synthetic control post #43,2025-03-19,en,True,photo,,204,108,24,5639,33,27,"photography,artistsontwitter,digitalart",control,False,363,0.06437311580067388
treatment_000334,user_1954,user_60822,1710,1463,2022-01-01,Synthetic treatment post #334,2025-01-22,en,False,photo,,1265,277,151,16148,186,66,"syntheticmedia,aiart,grokimage",treatment,True,1759,0.10892989843943522
control_000148,user_7529,user_30797,295,539,2022-01-01,Synthetic control post #148,2025-01-06,en,False,photo,,464,94,20,6873,70,27,"portrait,digitalart,artistsontwitter",control,False,605,0.08802560744943984
treatment_000097,user_3692,user_97013,751,1947,2022-01-01,Synthetic treatment post #97,2025-01-22,en,True,photo,,1134,359,88,18061,94,74,"grokai,aiart",treatment,True,1655,0.0916339073141022
control_000059,user_4650,user_78271,419,1360,2022-01-01,Synthetic control post #59,2025-04-22,en,True,photo,,336,28,24,5019,70,16,"digitalart,portrait",control,False,404,0.08049412233512653
control_000777,user_8678,user_39319,667,1068,2022-01-01,Synthetic control post #777,2025-01-02,en,True,photo,,271,30,49,5769,35,13,portrait,control,False,363,0.06292251690067603
treatment_000737,user_8270,user_53295,606,1949,2022-01-01,Synthetic treatment post #737,2025-02-15,en,True,photo,,220,129,86,8940,112,26,"grokai,syntheticmedia",treatment,True,461,0.05156599552572707
control_000200,user_8749,user_73056,463,1056,2022-01-01,Synthetic control post #200,2025-01-28,en,True,photo,,47,35,6,2038,23,3,"photography,digitalart",control,False,91,0.04465161923454367
control_000625,user_6188,user_16131,589,1066,2022-01-01,Synthetic control post #625,2025-01-20,en,True,photo,,315,105,36,6127,72,17,portrait,control,False,473,0.07719928186714542
treatment_000421,user_9865,user_94931,935,1924,2022-01-01,Synthetic treatment post #421,2025-02-12,en,True,photo,,531,154,63,8353,115,25,syntheticmedia,treatment,True,773,0.0925416018197055
