post_id,author_id,author_username,author_followers,author_account_age_days,author_created,text,created_at,lang,has_media,media_types,media_urls,likes,retweets,replies,views,bookmarks,quotes,hashtags,content_type,ai_generated,engagement_total,engagement_rate,treat,log_views,log_likes,log_retweets,log_engagement_total,velocity,log_followers,log_account_age,has_media_int,hour_of_day,propensity_score
control_000337,user_9625,user_84052,283,123,2022-01-01,Synthetic control post #337,2025-01-30,en,False,photo,,231,37,35,7382,32,29,"portrait,digitalart",control,False,332,0.044974261717691685,0,8.906935339059165,5.44673737166631,3.6375861597263857,5.808142489980444,0.044974261717691685,5.648974238161206,4.820281565605037,0,0,0.45164495872444604
control_000236,user_4187,user_47221,323,1517,2022-01-01,Synthetic control post #236,2025-02-12,en,True,photo,,214,68,24,3725,55,13,portrait,control,False,319,0.08563758389261746,0,8.223090551161533,5.3706380281276624,4.23410650459726,5.768320995793772,0.08563758389261746,5.780743515792329,7.325148957955575,1,0,0.5202938418709033
control_000413,user_7166,user_87412,444,472,2022-01-01,Synthetic control post #413,2025-01-25,en,True,photo,,83,26,8,2764,19,13,"digitalart,portrait",control,False,130,0.04703328509406657,0,7.9247959139564355,4.430816798843313,3.295836866004329,4.875197323201151,0.04703328509406657,6.09807428216624,6.159095388491933,1,0,0.48683225064431396
control_000071,user_6286,user_30772,195,1264,2022-01-01,Synthetic control post #71,2025-04-28,en,False,photo,,139,61,7,3539,10,10,"portrait,artistsontwitter",control,False,217,0.0613167561458039,0,8.17188200612782,4.941642422609304,4.127134385045092,5.384495062789089,0.0613167561458039,5.278114659230517,7.142827401161621,0,0,0.5160906930912541
control_000712,user_5969,user_85379,377,457,2022-01-01,Synthetic control post #712,2025-02-20,en,True,photo,,340,75,34,4392,20,11,"photography,portrait,artistsontwitter",control,False,460,0.10473588342440801,0,8.38776764397578,5.831882477283517,4.330733340286331,6.133398042996649,0.10473588342440801,5.934894195619588,6.126869184114185,1,0,0.48727224547779
control_000624,user_4863,user_24804,64,692,2022-01-01,Synthetic control post #624,2025-02-22,en,True,photo,,205,30,23,5082,67,23,"artistsontwitter,digitalart,photography",control,False,281,0.05529319165682802,0,8.533656917446903,5.327876168789581,3.4339872044851463,5.641907070938114,0.05529319165682802,4.174387269895637,6.541029999189903,1,0,0.5122422265553538
control_000708,user_5782,user_39197,195,651,2022-01-01,Synthetic control post #708,2025-04-24,en,True,photo,,96,17,21,2186,13,10,portrait,control,False,144,0.06587374199451052,0,7.690286020676768,4.574710978503383,2.8903717578961645,4.976733742420574,0.06587374199451052,5.278114659230517,6.480044561926653,1,0,0.501860927385545
control_000640,user_8420,user_50035,424,1825,2022-01-01,Synthetic control post #640,2025-01-26,en,True,photo,,494,64,26,6441,49,12,"photography,artistsontwitter,portrait",control,False,596,0.09253221549448844,0,8.770594329891145,6.20455776256869,4.174387269895637,6.391917113392602,0.09253221549448844,6.052089168924417,7.509883061154913,1,0,0.5230381474661875
control_000350,user_1740,user_99322,633,1430,2022-01-01,Synthetic control post #350,2025-01-09,en,True,photo,,244,22,42,4487,28,6,"digitalart,portrait",control,False,314,0.06997994205482505,0,8.409162447202533,5.501258210544727,3.1354942159291497,5.752572638825633,0.06997994205482505,6.452048954437226,7.266128779556451,1,0,0.5134040916479857
control_000317,user_9903,user_31946,1033,1292,2022-01-01,Synthetic control post #317,2025-03-09,en,True,photo,,134,53,22,2746,27,3,"photography,digitalart,portrait",control,False,212,0.07720320466132556,0,7.918264686095274,4.90527477843843,3.9889840465642745,5.3612921657094255,0.07720320466132556,6.9411900550683745,7.164720378771857,1,0,0.5068304544616281
control_000068,user_7895,user_70302,1847,1442,2022-01-01,Synthetic control post #68,2025-03-18,en,True,photo,,215,38,21,3526,19,14,"artistsontwitter,portrait",control,False,288,0.08167895632444697,0,8.168202930236053,5.375278407684165,3.6635616461296463,5.666426688112432,0.08167895632444697,7.521859252201629,7.274479558773871,1,0,0.5051334286982103
control_000777,user_8678,user_39319,667,1068,2022-01-01,Synthetic control post #777,2025-01-02,en,True,photo,,271,30,49,5769,35,13,portrait,control,False,363,0.06292251690067603,0,8.660427359502146,5.605802066295998,3.4339872044851463,5.8971538676367405,0.06292251690067603,6.504288173536645,6.974478911025045,1,0,0.5052496900955824
control_000652,user_8158,user_43723,231,52,2022-01-01,Synthetic control post #652,2025-04-16,en,True,photo,,291,46,36,5186,49,22,digitalart,control,False,395,0.07616660239105283,0,8.553910774351401,5.676753802268282,3.8501476017100584,5.981414211254481,0.07616660239105283,5.44673737166631,3.970291913552122,1,0,0.4342766269924706
control_000535,user_1516,user_92350,217,1962,2022-01-01,Synthetic control post #535,2025-02-14,en,True,photo,,166,57,43,5870,62,6,"artistsontwitter,photography,portrait",control,False,272,0.04633730834752981,0,8.677780256064185,5.117993812416755,4.060443010546419,5.60947179518496,0.04633730834752981,5.384495062789089,7.5822291942764615,1,0,0.5302395136701104
control_000436,user_8335,user_48688,207,803,2022-01-01,Synthetic control post #436,2025-02-21,en,True,photo,,304,73,10,4981,65,24,photography,control,False,411,0.0825135514956836,0,8.513586695822125,5.720311776607412,4.30406509320417,6.021023349349527,0.0825135514956836,5.337538079701318,6.6895992691789665,1,0,0.5069517684744026
control_000581,user_7482,user_97684,470,1521,2022-01-01,Synthetic control post #581,2025-01-19,en,True,photo,,77,17,5,1747,8,2,"photography,portrait,artistsontwitter",control,False,101,0.057813394390383514,0,7.466227556215481,4.356708826689592,2.8903717578961645,4.624972813284271,0.057813394390383514,6.154858094016418,7.3277805384216315,1,0,0.5173969808643836
control_000767,user_4361,user_74323,980,814,2022-01-01,Synthetic control post #767,2025-04-17,en,True,photo,,431,102,20,7003,25,21,"artistsontwitter,photography",control,False,574,0.08196487219762959,0,8.854236693405742,6.068425588244111,4.634728988229636,6.354370040797351,0.08196487219762959,6.8885724595653635,6.703188113240863,1,0,0.49499633494777256
control_000364,user_9893,user_81027,622,910,2022-01-01,Synthetic control post #364,2025-03-05,en,True,photo,,426,80,43,6552,77,23,"portrait,artistsontwitter",control,False,572,0.0873015873015873,0,8.787678239039497,6.056784013228625,4.394449154672439,6.35088571671474,0.0873015873015873,6.434546518787453,6.814542897259958,1,0,0.5015577893541485
control_000074,user_6115,user_50180,127,493,2022-01-01,Synthetic control post #74,2025-04-16,en,True,photo,,258,83,22,5760,34,18,"artistsontwitter,digitalart,photography",control,False,381,0.06614583333333333,0,8.658866349732383,5.556828061699537,4.430816798843313,5.945420608606575,0.06614583333333333,4.852030263919617,6.202535517187923,1,0,0.4978773104215425
control_000494,user_8394,user_37929,1024,1631,2022-01-01,Synthetic control post #494,2025-02-27,en,True,photo,,169,58,32,4222,29,12,"photography,digitalart,portrait",control,False,271,0.06418758882046423,0,8.348301054933943,5.135798437050262,4.07753744390572,5.605802066295998,0.06418758882046423,6.932447891572509,7.397561535524052,1,0,0.5130786783645034
control_000045,user_4725,user_91014,358,1095,2022-01-01,Synthetic control post #45,2025-04-24,en,False,photo,,137,33,29,2983,41,12,"artistsontwitter,digitalart,portrait",control,False,211,0.07073416024136775,0,8.001019961323651,4.927253685157205,3.5263605246161616,5.356586274672012,0.07073416024136775,5.883322388488279,6.999422467507961,0,0,0.5074826752843464
control_000080,user_3667,user_58540,554,1458,2022-01-01,Synthetic control post #80,2025-01-19,en,True,photo,,208,117,15,6232,53,21,"digitalart,artistsontwitter",control,False,361,0.057926829268292686,0,8.73761303680885,5.342334251964811,4.770684624465665,5.8916442118257715,0.057926829268292686,6.318968113746434,7.285506548522785,1,0,0.5149740551833576
control_000490,user_6129,user_46036,644,839,2022-01-01,Synthetic control post #490,2025-03-13,en,True,photo,,344,47,70,7998,38,9,artistsontwitter,control,False,470,0.0587646911727932,0,8.987071812848821,5.84354441703136,3.871201010907891,6.154858094016418,0.0587646911727932,6.4692503167957724,6.733401891837359,1,0,0.49912811706613663
control_000357,user_3604,user_53094,123,854,2022-01-01,Synthetic control post #357,2025-02-02,en,True,photo,,187,51,46,6175,84,24,artistsontwitter,control,False,308,0.04987854251012146,0,8.728426091704613,5.236441962829949,3.9512437185814275,5.733341276897746,0.04987854251012146,4.820281565605037,6.75110146893676,1,0,0.5126897689657952
control_000575,user_3171,user_26087,220,1686,2022-01-01,Synthetic control post #575,2025-04-29,en,True,photo,,77,69,16,3877,48,6,"digitalart,photography,portrait",control,False,168,0.0433324735620325,0,8.263074835802596,4.356708826689592,4.248495242049359,5.1298987149230735,0.0433324735620325,5.3981627015177525,7.430707082545968,1,0,0.5261215847333275
control_000582,user_1999,user_76863,798,590,2022-01-01,Synthetic control post #582,2025-04-24,en,True,photo,,143,16,11,2626,37,3,"artistsontwitter,photography,portrait",control,False,173,0.06587966488956588,0,7.87359778968554,4.969813299576001,2.833213344056216,5.159055299214529,0.06587966488956588,6.683360945766275,6.3818160174060985,1,0,0.48809636639482495
control_000013,user_1001,user_85228,589,607,2022-01-01,Synthetic control post #13,2025-01-12,en,True,photo,,174,72,12,3823,39,18,digitalart,control,False,276,0.07219461156160084,0,8.249052274171293,5.1647859739235145,4.290459441148391,5.6240175061873385,0.07219461156160084,6.380122536899765,6.410174881966167,1,0,0.4912558895932425
control_000282,user_4750,user_74261,697,595,2022-01-01,Synthetic control post #282,2025-04-13,en,False,photo,,263,83,62,7357,53,31,artistsontwitter,control,False,439,0.05967106157401115,0,8.90354343566472,5.575949103146316,4.430816798843313,6.0867747269123065,0.05967106157401115,6.548219102762372,6.39024066706535,0,0,0.48603462560881583
control_000177,user_9752,user_25347,342,1878,2022-01-01,Synthetic control post #177,2025-04-18,en,True,photo,,409,117,62,7267,44,10,"portrait,photography",control,False,598,0.08228980322003578,0,8.891236429516061,6.016157159698354,4.770684624465665,6.395261598115449,0.08228980322003578,5.8377304471659395,7.538494999413465,1,0,0.525494148170461
control_000220,user_7143,user_43420,659,876,2022-01-01,Synthetic control post #220,2025-03-23,en,True,photo,,225,24,12,4372,39,15,"artistsontwitter,digitalart,portrait",control,False,276,0.06312900274473925,0,8.38320455141292,5.420534999272286,3.2188758248682006,5.6240175061873385,0.06312900274473925,6.492239835020471,6.776506992372183,1,0,0.5000898905346535
control_000271,user_3954,user_69994,58,1651,2022-01-01,Synthetic control post #271,2025-03-03,en,True,photo,,255,40,42,6335,55,19,"portrait,artistsontwitter,digitalart",control,False,356,0.056195737963693766,0,8.754002933494261,5.545177444479562,3.713572066704308,5.877735781779639,0.056195737963693766,4.07753744390572,7.409741954080923,1,0,0.536013458604356
control_000199,user_6428,user_50572,73,398,2022-01-01,Synthetic control post #199,2025-04-23,en,True,photo,,298,84,35,5249,61,22,"portrait,digitalart",control,False,439,0.08363497809106496,0,8.565983355585669,5.700443573390687,4.442651256490317,6.0867747269123065,0.08363497809106496,4.30406509320417,5.988961416889864,1,0,0.4965588875539976
control_000791,user_1369,user_67781,163,748,2022-01-01,Synthetic control post #791,2025-01-28,en,True,photo,,68,36,29,3237,37,13,photography,control,False,146,0.04510349088662342,0,8.08271113423758,4.23410650459726,3.6109179126442243,4.990432586778736,0.04510349088662342,5.099866427824199,6.618738983517219,1,0,0.5069579565419265
control_000700,user_3914,user_52233,223,843,2022-01-01,Synthetic control post #700,2025-04-27,en,True,photo,,101,27,4,1773,11,8,portrait,control,False,140,0.07896221094190638,0,7.480992162869525,4.624972813284271,3.332204510175204,4.948759890378168,0.07896221094190638,5.4116460518550396,6.738152494595957,1,0,0.5076520948693085
control_000250,user_7434,user_10763,360,399,2022-01-01,Synthetic control post #250,2025-01-19,en,True,photo,,490,59,18,7891,82,13,"photography,artistsontwitter",control,False,580,0.07350145735648207,0,8.973604867142505,6.19644412779452,4.0943445622221,6.364750756851911,0.07350145735648207,5.8888779583328805,5.991464547107982,1,0,0.48404566845680475
control_000617,user_9369,user_13783,454,883,2022-01-01,Synthetic control post #617,2025-01-31,en,True,photo,,223,27,25,3347,12,12,"portrait,digitalart",control,False,287,0.08574843143113235,0,8.116118431609365,5.4116460518550396,3.332204510175204,5.662960480135946,0.08574843143113235,6.12029741895095,6.784457062637643,1,0,0.5032545025522104
control_000229,user_4039,user_90313,276,1585,2022-01-01,Synthetic control post #229,2025-04-21,en,True,photo,,409,85,49,9428,47,43,"portrait,digitalart,photography",control,False,586,0.06215528213831141,0,9.151545325465678,6.016157159698354,4.454347296253507,6.375024819828097,0.06215528213831141,5.6240175061873385,7.368970402194793,1,0,0.5226973033803245
control_000278,user_7743,user_50712,584,302,2022-01-01,Synthetic control post #278,2025-03-26,en,False,photo,,338,39,12,4373,32,9,"artistsontwitter,portrait",control,False,398,0.09101303453007088,0,8.383433201236713,5.82600010738045,3.6888794541139363,5.988961416889864,0.09101303453007088,6.371611847231857,5.713732805509369,0,0,0.46951168223061845
control_000435,user_8966,user_69524,485,663,2022-01-01,Synthetic control post #435,2025-02-20,en,True,photo,,88,50,25,2642,10,5,photography,control,False,168,0.0635881907645723,0,7.879669914604289,4.48863636973214,3.9318256327243257,5.1298987149230735,0.0635881907645723,6.186208623900494,6.498282149476434,1,0,0.49513405812137007
control_000281,user_5596,user_67083,1344,225,2022-01-01,Synthetic control post #281,2025-04-05,en,True,photo,,635,92,60,9656,41,21,digitalart,control,False,808,0.08367854183927093,0,9.175438319966918,6.455198563340122,4.532599493153256,6.695798917058491,0.08367854183927093,7.20414929203594,5.420534999272286,1,0,0.45853432844652553
control_000703,user_7871,user_22956,416,1451,2022-01-01,Synthetic control post #703,2025-01-09,en,False,photo,,117,47,31,5235,29,22,"digitalart,portrait",control,False,217,0.04145176695319962,0,8.56331312702979,4.770684624465665,3.871201010907891,5.384495062789089,0.04145176695319962,6.0330862217988015,7.280697195384741,0,0,0.513757636245412
control_000605,user_2384,user_12068,2042,1062,2022-01-01,Synthetic control post #605,2025-01-23,en,True,photo,,35,12,11,1639,20,4,digitalart,control,False,62,0.037827943868212324,0,7.402451520818244,3.58351893845611,2.5649493574615367,4.143134726391533,0.037827943868212324,7.622174594817622,6.968850378341948,1,0,0.49622336979484993
control_000629,user_7548,user_47355,39,1457,2022-01-01,Synthetic control post #629,2025-01-07,en,True,photo,,280,42,34,4159,34,16,digitalart,control,False,372,0.08944457802356336,0,8.333270353255308,5.638354669333745,3.7612001156935624,5.921578419643816,0.08944457802356336,3.6888794541139363,7.284820912568604,1,0,0.5357846390617964
control_000760,user_7261,user_47638,664,1503,2022-01-01,Synthetic control post #760,2025-02-11,en,True,photo,,225,89,25,6544,25,18,"digitalart,portrait",control,False,357,0.05455378973105134,0,8.786456678344,5.420534999272286,4.499809670330265,5.8805329864007,0.05455378973105134,6.499787040655854,7.315883504509785,1,0,0.5143451428079773
control_000616,user_3252,user_99113,1020,1936,2022-01-01,Synthetic control post #616,2025-03-21,en,True,photo,,89,8,4,1475,13,2,"digitalart,portrait",control,False,103,0.06983050847457627,0,7.297091005160418,4.499809670330265,2.1972245773362196,4.6443908991413725,0.06983050847457627,6.928537818164665,7.5688956634069955,1,0,0.5176538715631771
control_000442,user_4707,user_16920,1266,1580,2022-01-01,Synthetic control post #442,2025-02-02,en,True,photo,,291,36,10,3987,50,7,"artistsontwitter,portrait",control,False,344,0.08628041133684475,0,8.291045131081729,5.676753802268282,3.6109179126442243,5.84354441703136,0.08628041133684475,7.144407180321139,7.365812837209472,1,0,0.5105540710202556
control_000145,user_2540,user_97584,521,488,2022-01-01,Synthetic control post #145,2025-01-03,en,True,photo,,198,29,20,4330,41,21,photography,control,False,268,0.06189376443418014,0,8.373553741214627,5.293304824724492,3.4011973816621555,5.594711379601839,0.06189376443418014,6.257667587882639,6.192362489474872,1,0,0.4864483507828102
control_000754,user_6077,user_54519,296,1792,2022-01-01,Synthetic control post #754,2025-04-14,en,True,photo,,76,31,10,2552,12,4,"digitalart,photography,artistsontwitter",control,False,121,0.04741379310344827,0,7.845024417241484,4.343805421853684,3.4657359027997265,4.804021044733257,0.04741379310344827,5.6937321388027,7.491645473605133,1,0,0.5253941616495768
control_000360,user_9909,user_63877,245,409,2022-01-01,Synthetic control post #360,2025-02-11,en,True,photo,,307,69,45,5918,27,6,portrait,control,False,427,0.07215275430888814,0,8.685922794690725,5.730099782973574,4.248495242049359,6.059123195581797,0.07215275430888814,5.5053315359323625,6.016157159698354,1,0,0.4877439850295456
control_000349,user_3215,user_43570,231,1619,2022-01-01,Synthetic control post #349,2025-01-09,en,True,photo,,124,14,14,2074,12,4,"digitalart,portrait",control,False,156,0.07521697203471553,0,7.637716432664798,4.8283137373023015,2.70805020110221,5.056245805348308,0.07521697203471553,5.44673737166631,7.3901814282264295,1,0,0.5246637662180929
control_000456,user_1885,user_45153,346,555,2022-01-01,Synthetic control post #456,2025-04-30,en,True,photo,,163,20,26,2732,22,4,"photography,digitalart,portrait",control,False,213,0.07796486090775988,0,7.913155185928068,5.099866427824199,3.044522437723423,5.365976015021851,0.07796486090775988,5.849324779946859,6.320768294250582,1,0,0.49309698811671965
control_000518,user_7263,user_37439,266,935,2022-01-01,Synthetic control post #518,2025-04-21,en,True,photo,,91,28,11,2663,10,5,"photography,artistsontwitter",control,False,135,0.050694705219677054,0,7.88758403166028,4.5217885770490405,3.367295829986474,4.912654885736052,0.050694705219677054,5.58724865840025,6.841615476477592,1,0,0.5090039429066372
control_000756,user_8589,user_10735,818,678,2022-01-01,Synthetic control post #756,2025-01-17,en,False,photo,,337,139,26,8154,98,18,"portrait,photography",control,False,520,0.06377238165317635,0,9.006386515055114,5.823045895483019,4.941642422609304,6.255750041753367,0.06377238165317635,6.70808408385307,6.520621127558696,0,0,0.48822495972230084
control_000167,user_9809,user_20121,649,997,2022-01-01,Synthetic control post #167,2025-04-22,en,True,photo,,488,112,67,7487,24,14,artistsontwitter,control,False,681,0.09095765994390277,0,8.921057018157429,6.192362489474872,4.727387818712341,6.525029657843462,0.09095765994390277,6.476972362889683,6.905753276311464,1,0,0.5036422371108787
control_000721,user_3304,user_97418,270,1254,2022-01-01,Synthetic control post #721,2025-02-09,en,True,photo,,325,60,35,4302,51,12,"digitalart,photography,portrait",control,False,432,0.100418410041841,0,8.3670677328386,5.786897381366708,4.110873864173311,6.07073772800249,0.100418410041841,5.602118820879701,7.134890851565884,1,0,0.516666396911885
control_000344,user_5027,user_86254,543,1486,2022-01-01,Synthetic control post #344,2025-04-20,en,True,photo,,239,117,44,6670,56,32,"photography,artistsontwitter,digitalart",control,False,432,0.06476761619190405,0,8.805525052709516,5.480638923341991,4.770684624465665,6.07073772800249,0.06476761619190405,6.298949246855942,7.304515946460155,1,0,0.5156370563831177
control_000516,user_3676,user_48478,243,1337,2022-01-01,Synthetic control post #516,2025-01-30,en,False,photo,,508,34,31,6601,94,23,"artistsontwitter,digitalart",control,False,596,0.09028935009846993,0,8.795127912413138,6.2324480165505225,3.5553480614894135,6.391917113392602,0.09028935009846993,5.497168225293202,7.198931240688173,0,0,0.5158408580374602
control_000018,user_4329,user_35181,532,73,2022-01-01,Synthetic control post #18,2025-02-27,en,True,photo,,413,116,61,6541,45,9,"photography,portrait",control,False,599,0.09157621158844213,0,8.785998208098329,6.025865973825314,4.762173934797756,6.396929655216146,0.09157621158844213,6.278521424165844,4.30406509320417,1,0,0.43649459651150324
control_000395,user_6016,user_43860,511,384,2022-01-01,Synthetic control post #395,2025-03-08,en,True,photo,,675,97,74,10395,144,22,portrait,control,False,868,0.08350168350168351,0,9.249176395761381,6.516193076042964,4.584967478670572,6.767343125265392,0.08350168350168351,6.238324625039508,5.953243334287785,1,0,0.48026087146443325
control_000423,user_7001,user_48462,249,1787,2022-01-01,Synthetic control post #423,2025-02-09,en,True,photo,,69,9,2,1097,15,2,portrait,control,False,82,0.07474931631722881,0,7.001245622069476,4.248495242049359,2.302585092994046,4.418840607796598,0.07474931631722881,5.521460917862246,7.488852955733459,1,0,0.5266845268471099
control_000495,user_4518,user_87360,510,1373,2022-01-01,Synthetic control post #495,2025-04-30,en,False,photo,,175,44,16,2288,8,6,"portrait,digitalart",control,False,241,0.10533216783216784,0,7.735870319952567,5.170483995038151,3.8066624897703196,5.488937726156687,0.10533216783216784,6.236369590203704,7.2254814727822945,0,0,0.5106793655933173
control_000378,user_4267,user_22651,521,915,2022-01-01,Synthetic control post #378,2025-02-09,en,False,photo,,335,86,49,5090,50,7,"digitalart,artistsontwitter,portrait",control,False,477,0.093713163064833,0,8.535229553902337,5.817111159963204,4.465908118654584,6.169610732491456,0.093713163064833,6.257667587882639,6.82001636467413,0,0,0.49974775855563586
control_000000,user_8134,user_49369,277,1370,2022-01-01,Synthetic control post #0,2025-03-31,en,False,photo,,86,21,17,2336,11,7,"digitalart,portrait,photography",control,False,131,0.05607876712328767,0,7.756623334538858,4.465908118654584,3.091042453358316,4.882801922586371,0.05607876712328767,5.627621113690637,7.223295679562314,0,0,0.5154521258247602
control_000132,user_9427,user_48464,66,1239,2022-01-01,Synthetic control post #132,2025-04-18,en,True,photo,,154,22,13,2548,36,10,"artistsontwitter,digitalart,photography",control,False,199,0.07810047095761381,0,7.8434564043761155,5.043425116919247,3.1354942159291497,5.298317366548036,0.07810047095761381,4.204692619390966,7.122866658599083,1,0,0.527422807723318
control_000775,user_5502,user_89952,1506,365,2022-01-01,Synthetic control post #775,2025-03-26,en,True,photo,,149,32,14,2344,13,9,"photography,artistsontwitter",control,False,204,0.08703071672354949,0,7.76004068088038,5.0106352940962555,3.4965075614664802,5.3230099791384085,0.08703071672354949,7.317876198626496,5.902633333401366,1,0,0.4703690533907053
control_000272,user_2731,user_30394,808,485,2022-01-01,Synthetic control post #272,2025-04-07,en,True,photo,,204,44,40,4347,57,13,"portrait,artistsontwitter,photography",control,False,301,0.06924315619967794,0,8.3774712482411,5.3230099791384085,3.8066624897703196,5.71042701737487,0.06924315619967794,6.695798917058491,6.186208623900494,1,0,0.4828092287077102
control_000476,user_9333,user_68839,1621,472,2022-01-01,Synthetic control post #476,2025-02-04,en,True,photo,,331,89,17,4558,47,9,"portrait,digitalart",control,False,446,0.09784993418165862,0,8.424858580213442,5.805134968916488,4.499809670330265,6.102558594613569,0.09784993418165862,7.3914152346753585,6.159095388491933,1,0,0.4765759147518456
control_000459,user_5340,user_31021,605,693,2022-01-01,Synthetic control post #459,2025-04-14,en,True,photo,,162,44,17,3963,52,5,portrait,control,False,228,0.05753217259651779,0,8.285008895449879,5.093750200806762,3.8066624897703196,5.43372200355424,0.05753217259651779,6.406879986069314,6.542471960506805,1,0,0.49455489453704626
control_000134,user_6489,user_82251,387,1253,2022-01-01,Synthetic control post #134,2025-01-10,en,True,photo,,116,56,27,2905,34,11,artistsontwitter,control,False,210,0.07228915662650602,0,7.974532844130228,4.762173934797756,4.04305126783455,5.351858133476067,0.07228915662650602,5.961005339623274,7.134093721192866,1,0,0.5137979816065796
control_000321,user_6345,user_16721,362,1349,2022-01-01,Synthetic control post #321,2025-01-23,en,True,photo,,199,33,18,4183,20,9,"photography,artistsontwitter,digitalart",control,False,259,0.06191728424575663,0,8.339023005744759,5.298317366548036,3.5263605246161616,5.560681631015528,0.06191728424575663,5.8944028342648505,7.2078598714324755,1,0,0.5162829281565994
control_000654,user_8479,user_89694,491,500,2022-01-01,Synthetic control post #654,2025-03-04,en,True,photo,,188,87,25,5163,56,24,"portrait,digitalart",control,False,324,0.06275421266705404,0,8.549466751966532,5.241747015059643,4.477336814478207,5.783825182329737,0.06275421266705404,6.198478716492308,6.2166061010848646,1,0,0.48756122662032225
control_000467,user_4777,user_56645,307,223,2022-01-01,Synthetic control post #467,2025-04-27,en,True,photo,,65,56,14,2855,27,10,"digitalart,portrait",control,False,145,0.050788091068301226,0,7.957177323459475,4.189654742026425,4.04305126783455,4.983606621708336,0.050788091068301226,5.730099782973574,5.4116460518550396,1,0,0.46994463176027346
control_000523,user_6518,user_19911,849,380,2022-01-01,Synthetic control post #523,2025-01-06,en,True,photo,,240,66,34,3503,11,7,"photography,digitalart,artistsontwitter",control,False,347,0.09905795032829004,0,8.161660452056282,5.484796933490655,4.204692619390966,5.8522024797744745,0.09905795032829004,6.745236349484363,5.942799375126701,1,0,0.47596648326891794
control_000058,user_1881,user_44838,258,339,2022-01-01,Synthetic control post #58,2025-01-16,en,True,photo,,177,56,16,3425,15,6,"artistsontwitter,photography,portrait",control,False,255,0.07445255474452554,0,8.139148678884066,5.181783550292085,4.04305126783455,5.545177444479562,0.07445255474452554,5.556828061699537,5.8289456176102075,1,0,0.4823698992739656
control_000154,user_1485,user_92024,239,1494,2022-01-01,Synthetic control post #154,2025-03-18,en,True,photo,,22,4,4,516,2,2,"digitalart,portrait",control,False,32,0.06201550387596899,0,6.248042874508429,3.1354942159291497,1.6094379124341003,3.4965075614664802,0.06201550387596899,5.480638923341991,7.3098814858247865,1,0,0.5222680798480845
control_000526,user_3910,user_11408,1444,1691,2022-01-01,Synthetic control post #526,2025-01-03,en,True,photo,,119,72,12,4538,65,20,"photography,artistsontwitter",control,False,223,0.04914059056853239,0,8.420462002456466,4.787491742782046,4.290459441148391,5.4116460518550396,0.04914059056853239,7.275864600546533,7.433666540166168,1,0,0.5113111517050045
control_000776,user_7744,user_38848,1728,340,2022-01-01,Synthetic control post #776,2025-03-17,en,True,photo,,299,94,15,5390,67,25,"digitalart,photography,portrait",control,False,433,0.0803339517625232,0,8.592486175451668,5.703782474656201,4.553876891600541,6.073044534100405,0.0803339517625232,7.455298485683291,5.831882477283517,1,0,0.46741102311681965
control_000376,user_6521,user_63618,1112,1428,2022-01-01,Synthetic control post #376,2025-04-03,en,True,photo,,106,20,5,2178,16,7,portrait,control,False,138,0.06336088154269973,0,7.68662133494462,4.672828834461906,3.044522437723423,4.9344739331306915,0.06336088154269973,7.014814351275545,7.264730177929867,1,0,0.5089003017156178
control_000313,user_3167,user_29861,468,338,2022-01-01,Synthetic control post #313,2025-02-23,en,True,photo,,204,35,37,3754,50,12,artistsontwitter,control,False,288,0.07671816728822589,0,8.230843564198235,5.3230099791384085,3.58351893845611,5.666426688112432,0.07671816728822589,6.150602768446279,5.82600010738045,1,0,0.4775842486743467
control_000757,user_7849,user_88690,307,1180,2022-01-01,Synthetic control post #757,2025-04-26,en,True,photo,,85,41,13,3299,30,8,"portrait,photography,artistsontwitter",control,False,147,0.04455895725977569,0,8.101677747454572,4.454347296253507,3.7376696182833684,4.997212273764115,0.04455895725977569,5.730099782973574,7.074116816197362,1,0,0.5140391811477935
control_000666,user_7217,user_24588,381,1490,2022-01-01,Synthetic control post #666,2025-03-26,en,True,photo,,455,75,58,6634,38,7,"photography,artistsontwitter,portrait",control,False,595,0.08968947844437745,0,8.800113946766308,6.1224928095143865,4.330733340286331,6.39024066706535,0.08968947844437745,5.945420608606575,7.307202314764738,1,0,0.5185123867070772
control_000486,user_8747,user_67865,1218,1923,2022-01-01,Synthetic control post #486,2025-04-24,en,True,photo,,348,99,62,7253,80,20,"portrait,digitalart,artistsontwitter",control,False,529,0.07293533710188888,0,8.889308319842847,5.855071922202427,4.605170185988092,6.272877006546167,0.07293533710188888,7.105786129481271,7.562161631225652,1,0,0.5160693720626977
control_000606,user_4546,user_95263,401,1867,2022-01-01,Synthetic control post #606,2025-03-08,en,True,photo,,203,35,9,4587,15,16,portrait,control,False,263,0.05733594942228036,0,8.431199478249262,5.318119993844216,3.58351893845611,5.575949103146316,0.05733594942228036,5.996452088619021,7.532623618788788,1,0,0.5240813470774558
control_000299,user_6467,user_70251,683,1890,2022-01-01,Synthetic control post #299,2025-04-22,en,True,photo,,100,46,42,4323,50,10,portrait,control,False,198,0.04580152671755725,0,8.371936178759098,4.61512051684126,3.8501476017100584,5.293304824724492,0.04580152671755725,6.52795791762255,7.544861068658458,1,0,0.52019317806632
